ID,Title,Description,URL,Type
135,Launch Range Ground Operations Internship,"The Ground Operations Summer Internship project will support a variety of spaceflight missions at NASA Wallops Flight Facility (WFF) Launch Range. Ground Operations focuses on ground systems operation and maintenance used in the processing of spacecraft and launch vehicles. Students will learn about fluid commodities used in spacecraft propulsion, how to operate the systems delivering these commod...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000gjbp2AA/launch-range-ground-operations-internship,Student
136,Gateway Digital Architecture (GDA) and Model-Based Systems Engineering (MBSE),"The Intern will be part of a multidisciplinary team in support of the Gateway Program, humanity's first cislunar orbiting platform to enable sustained lunar surface missions and deep space exploration. The Gateway Digital Architecture (GDA) is a framework of Model-Based Systems Engineering (MBSE) capabilities intended to overcome the limitations of traditional paper document-based systems engineer...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000hPXp2AM/gateway-digital-architecture-gda-and-model-based-systems-engineering-mbse,Student
137,Mission Planning Lab Engineer,"Project Description: The Mission Planning Lab (MPL) facilitates multi-disciplinary, concurrent, collaborative, space systems engineering design and analysis activities to enable rapid development of end-to-end mission design concepts. MPL studies are executed over one week with a Report Out on the last day culminating the design team’s effort. Multiple discipline engineers with varying expertise ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000hku12AA/mission-planning-lab-engineer,Student
138,Command and Control System Monitor Software Engineer,"This internship is hybrid requiring the intern to be on-center Tues-Thurs and telework on Monday/Fridays. There is no fully remote option available for this internship. This internship consists of developing software for a launch control system. The tasks may include but are not limited to writing software, debugging, troubleshooting, participating in and/or facilitating code inspections, writi...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000iIkP2AU/command-and-control-system-monitor-software-engineer,Student
139,"System for Photogrammetric Imaging, Detection, and Ranging (SPIDR)","When any rocket launch occurs, it is imperative to capture real-time imagery. This imagery is used for a variety of purposes for tasks as simple as visual documentation or inspection, to something as serious as imagery analysis or accident investigation. The System for Photogrammetric Imaging, Detection and Ranging (SPIDR) seeks to improve the state of the art for capturing launch imagery. SPIDR i...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000iKB72AM/system-for-photogrammetric-imaging-detection-and-ranging-spidr,Student
140,Fast Iterative Thrust Chamber Assembly Tool (FITCAT),"The primary objective of this work is to develop a tool for rapid, high-fidelity, first-order design cycles for liquid rocket engine thrust chamber assemblies. This project requires dissecting and building upon an existing backend (comprised of Python and C) and frontend (ReactJS); advancement of algorithms for preliminary design iteration; and integration with heritage Visual Basic, Python, and F...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000iTBB2A2/fast-iterative-thrust-chamber-assembly-tool-fitcat,Student
141,Balloon Program Support,"This project encompasses various activities in support of the Balloon Program Office at the Wallops Flight Facility. The position is available as full or part-time, and we desire a person who is available for multiple sessions (these can be consecutive or staggered). CLEARLY INDICATE IN THE APPLICATION IF YOU ARE ABLE TO SUPPORT MULTIPLE SESSIONS. The position will be tailored based on the ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000jIs12AE/balloon-program-support,Student
142,Code Migration to C++ and MATLAB Optimization: GRC Communication Analysis Suite,"This virtual opportunity for multiple interns will be to continue to migrate the GRC Communication Analysis Suite (GCAS) analysis code from MATLAB to C++, and to support MATLAB optimization/refactoring. Both analysis code migration to C++ and MATLAB optimization have the threshold of maintaining analysis capability accuracy with the goal of improving runtime. Interns would be working on one of the...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000jJkr2AE/code-migration-to-c-and-matlab-optimization-grc-communication-analysis-suite,Student
143,Human Landing Systems (HLS) Internship,"The Human Landing Systems (HLS) Program is a key player of the Artemis campaign, which seeks to develop a long sustaining human presence on the surface of the Moon. The Space Vehicle Systems (SVS) office within the Human Landing Systems program is responsible for certifying the Human Landing Systems through technical insight in the areas of avionics, thermal control, structures and mechanisms, sof...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000jTHB2A2/human-landing-systems-hls-internship,Student
144,NDAS Software Development Team,"This internship consists of developing software for data acquisition systems supporting propulsion testing activities at several NASA Centers including NASA Stennis Space Center, White Sands Test Facility, and Marshal Space Flight Center. The tasks may include but are not limited to writing software, debugging, troubleshooting, participating in and/or facilitating code inspections, writing and/or ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000jUDF2A2/ndas-software-development-team,Student
145,Onsite/Virtual - Planetary Sampling Automation Development,"**Virtual-compatible** Subsurface exploration of the Moon and Mars by future missions will require that a drill be able to operate autonomously, both in terms of routine operations and diagnosing and recovery from problems. The Atacama Rover Astrobiology Drill Studies (ARADS) project developed a 1m - depth, 20kg low-power drill that was tested in Chile in September 2019 from a mid-sized rover. Dia...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000k0eX2AQ/onsitevirtual---planetary-sampling-automation-development,Student
146,"Propeller, rotor, and airfoil self-noise experimental design",This internship opportunity will focus on the design and aerodynamic performance and acoustic testing of propeller/rotor platforms. Design of instrumented airfoil test articles will also be performed to perform on-surface unsteady pressure measurements correlated with far-field noise generation. Microphone phased array development and signal processing will also be conducted.,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kCRB2A2/propeller-rotor-and-airfoil-self-noise-experimental-design,Student
147,Computer Vision Intern,"A computer vision intern is sought to develop detect and track algorithms for airborne collision avoidance in support of ongoing On Demand Mobility research. Current and future datasets include video recorded from multirotor UAV of GA and fixed-wing UAV. The intern may assist in collecting data during flight test, organizing and labeling data, and developing algorithms for intruder aircraft detect...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kHtt2AE/computer-vision-intern,Student
148,Human Factors Engineering Internship,"The Marshall Space Flight Center (MSFC) Human Systems Integration & Engineering Team supports the development of space flight and ground processing hardware at MSFC. The team is responsible for determining and levying appropriate Human Systems Integration requirements on hardware fabricated and/or used on MSFC managed programs and projects. Additionally, the team is responsible for verifying that ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kNRR2A2/human-factors-engineering-internship,Student
149,Human Factors Engineering Mechanical Design Internship,"The Marshall Space Flight Center (MSFC) Human Systems Integration & Engineering Team supports the development of space flight and ground processing hardware at MSFC. The team is responsible for determining and levying appropriate Human Systems Integration requirements on hardware fabricated and/or used on MSFC managed programs and projects. Additionally, the team is responsible for verifying that ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kNeL2AU/human-factors-engineering-mechanical-design-internship,Student
150,Human Factors Engineering Virtual Environments Lab Internship,"The Marshall Space Flight Center (MSFC) Human Systems Integration & Engineering Team supports the development of space flight and ground processing hardware at MSFC. The team is responsible for determining and levying appropriate Human Systems Integration requirements on hardware fabricated and/or used on MSFC managed programs and projects. Additionally, the team is responsible for verifying that ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kNmP2AU/human-factors-engineering-virtual-environments-lab-internship,Student
151,Manufacturing Combustion Devices and Turbomachinery Hardware,"This project is a FT on-site internship working on the manufacturing research for RDRE engine components- turbomachinery and combustion devices. Intern will conduct trade studies and assist in the development of technology to manufacture combustion devices like nozzle, regeneratively cooled combustion chamber, injectors, and turbomachinery parts like turbines, housings and inducers. Technology wil...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kXPB2A2/manufacturing-combustion-devices-and-turbomachinery-hardware,Student
152,Computer Research & Development,"Methods are needed to help demonstrate and explain key technology capabilities of advanced software systems. Using standard computer displays presents some—but not all—of the functions and impacts of new systems. In order to enhance understanding and transfer knowledge of the operational behaviors and impacts to an expanded user base that will benefit from a hybrid approach, these methods will com...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kZsP2AU/computer-research-development,Student
153,Structural Dynamics Test Engineer,"MSFC's Structural Dynamics Test Laboratory includes a wide range of test capabilities to characterize the dynamic behavior of spaceflight structures. The Test Branch has extensive experience in the following forms of dynamic testing: vibration, vibro-acoustic, pyrotechnic shock, fluid slosh, and modal testing. The intern will work directly with and train under an engineer to accomplish tasks relat...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000kgDx2AI/structural-dynamics-test-engineer,Student
154,Assuring AI/ML within Safety-Critical Applications,"As aerospace systems become increasingly autonomous, a challenge has emerged to ensure machine learning (ML) components act as intended beyond any reasonable doubt. This challenge arises due to the highly complex, data-driven nature of ML components which inherit their behavior from massive data sets rather than human-written lines of code. Assurance activities, therefore, must adapt to these ne...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000lCc12AE/assuring-aiml-within-safety-critical-applications,Student
155,SCaN - Lunar Surface Propagation (LSP) - SIP,"The Lunar Surface Propagation team’s main goal is to support the modeling of communications for astronauts on the moon. The intern’s activities will support efforts pertaining to emulation, simulation, and scripting work for model development and validation. The work for this task will involve learning how to use and operate the RF channel emulator equipment. Channel models and testing scenarios a...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000lESX2A2/scan---lunar-surface-propagation-lsp---sip,Student
156,Ground Safety Intern,"Shadow and perform hazard analysis of systems at WFF with experienced ground safety analysts and engineers, and review several simple hazard systems for final evaluation and approval. After gaining understanding of how hazards are reviewed and planned for, consider how this process can be partially supplemented with Artificial Intelligence (AI). Candidate should be familiar with AI tools, langua...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000lVDF2A2/ground-safety-intern,Student
157,CFO Business Operations POC,Perform assigned duties under the guidance of staff to support the operational needs of the CFO organization. Provide support to the Mission Support Resources Office: • Serve as the RITM Resources Approval Coordinator: Responsible for working with customer analysts to gather funding information and approvals for requested IT services. Responsible for approval and cost center submittal in the...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000lZf32AE/cfo-business-operations-poc,Student
158,MBSE Modeler,Develop system architecture models for NASA systems and pilot projects. Contribute to the normalization and formalization of model-based systems engineering (MBSE) at NASA's JSC. The ideal candidate has a working knowledge of SysML and with working with Cameo/MagicDraw. Must be highly self-directed and readily able to understand existing NASA documentation and to extract information from subjec...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000ltkD2AQ/mbse-modeler,Student
159,Digital Engineering Developer,"Contribute to the normalization and formalization of digital engineering, including model-based systems engineering (MBSE), at NASA's JSC. Implement pilot digital engineering systems and digital threads and demonstrate their utility. Develop scripts to interface with APIs, report templates and scripts, and code that can enhance model-based simulation applications. The ideal candidate has an un...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000ltnR2AQ/digital-engineering-developer,Student
160,Systems Engineering Intern,"Support systems engineering teams at NASA. Contribute to complex NASA flight projects and programs as a member of a systems engineering team by capturing concepts of operations, performing requirements analysis, defining system architectures, executing trade studies, and managing product verification. The ideal candidate has a working knowledge of systems engineering and with working with asso...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000lu8P2AQ/systems-engineering-intern,Student
161,Archives Intern - NASA Johnson Space Center,"Project Description: The NASA Archives preserves and provides access to historically significant materials relating to the NASA Agency’s history and organization. This opportunity is an on-site archival intern who will be responsible for performing processing of analog collections. Skills needed: Understanding of archival theory, principles, and practices. Experience processing analog textual c...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000m3zh2AA/archives-intern---nasa-johnson-space-center,Student
162,Archives Intern- NASA Goddard Space Flight Center,"Project Description: The NASA Archives preserves and provides access to historically significant materials relating to NASA's history and organization. This opportunity is for an on-site archival intern who will be responsible for performing processing and digitization of analog collections. In addition to processing textual collections, the intern will use a tethered camera workstation and Adobe ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000m6W92AI/archives-intern--nasa-goddard-space-flight-center,Student
163,NASA Archives Metadata Intern,Project Description: The NASA Archives preserves and provides access to historically significant materials relating to the NASA Agency’s history and organization. This opportunity is a hybrid internship in which the intern will work directly with the NASA Archives staff to gain skills and understanding relating to archival processing and preservation. The intern will assist the NASA Archives staff...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000m6j32AA/nasa-archives-metadata-intern,Student
164,Orion Service Module Propulsion Support,"The primary goal of NASA's Artemis Program is to return humans to the moon. One element of the Artemis Program is the Orion spacecraft which includes the European Service Module (ESM). The ESM provides propulsive and other capabilities to the crew module between separation from the upper stage and re-entry. After a near flawless Artemis I flight of the propulsion system, the ESM team is preparing ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000m7Gv2AI/orion-service-module-propulsion-support,Student
165,Environmental Management Office Intern,"The Intern will be part of the JSC Environmental Management Office, a multidisciplinary team tasked with, among many things, ensuring that the Center operates in full compliance with the applicable Federal, State and Local environmental compliance regulations. The student will support the JSC environmental engineers while they oversee the implementation of multimedia policies and procedures that e...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000m9Yr2AI/environmental-management-office-intern,Student
166,"Facility, Management, and Operations (FMOD) Intern","The Intern will be working with all Branches of FMOD to: JM2 (Maintenance and Building Operations Branch) – • Analysis of Assets & Preventative Maintenance for Building System (HVAC, Pumps, Conveyance, Building Automation) • Assessing HVAC Issues and Troubleshooting • KPI Development • Facility Engineer Shadowing (Facility Visits) JM3 (Business and Contracts Management Branch) – • Work wi...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000mQ8H2AU/facility-management-and-operations-fmod-intern,Student
167,HALO Project Office VR Internship,"The HALO Project Office at Johnson Space Center in Houston, TX is seeking an engineering intern to develop a virtual reality system for engineering evaluation of the HALO module and other projects related to the design, development, and testing of NASA’s HALO Module which is part of the Gateway Program.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000mR5x2AE/halo-project-office-vr-internship,Student
168,The Future of NASA Records,"The NASA Marshall Space Flight Center (MSFC) Quality Records Center (QRC) is responsible for storing essential procedures, forms, and various other records. While the QRC is moving in the direction of electronic processes, there is still much to be done to reduce the number of physical records. This internship will provide the student with the opportunity to use skills related to automation and AI...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000mmDd2AI/the-future-of-nasa-records,Student and Educator
169,Avionics Systems Engineering,"Be part of the team developing the avionics systems for the different programs we support. Participate in activities related to the systems engineering development cycle, including design requirements, verification requirements, verification objectives, test planning and execution to ensure the systems getting developed for the program meet the requirements and meet user expectations. Note- thi...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000mtJx2AI/avionics-systems-engineering,Student
170,"Avionics Integration, Test and Verification Facilities",Be a part of the team developing the avionics integration and test facility to support the Gateway Program. The Gateway Ready Avionics Integration Laboratory (GRAIL) is getting built to support the integration and test of the Gateway Program between the different modules that make up Gateway and with external programs and visiting vehicles. We want to give you the opportunity to get a closer look...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000mttR2AQ/avionics-integration-test-and-verification-facilities,Student
171,Space Crop Production,"The goal of this research is to help develop optimized space crop production systems for future NASA exploration missions. Research may investigate plant growth responses to ventilation, LED lighting, nutrient recipes, and water delivery methods for application in microgravity or partial gravity. New crops for space will be explored. Research may also address plant/microbial interactions and food ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000muRJ2AY/space-crop-production,Student and Educator
172,Moon Tycoon Lunar Simulation Software Development using Unity,"This in-person full-time internship supports a software development project to create a production quality desktop and Virtual Reality (VR) lunar simulation application called Moon Tycoon. The intern will help design, develop, test, and publish this software which will eventually support several agency wide mission planning projects. The Unity game engine will be utilized by the intern to help c...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000n4XC2AY/moon-tycoon-lunar-simulation-software-development-using-unity,Student
173,Camera System Integrated Video Project,"The Video System group within the Human Interface Branch at the Johnson Space Center is responsible for developing integrated video and imagery systems for use in human spaceflight. With the long-term goal of developing a video/imagery architecture to support human operations for Lunar and Mars missions, the Video Systems group is developing robust, efficient, and integrated processing solutions...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000n5Ef2AI/camera-system-integrated-video-project,Student
174,Lidar Design & Development,"Are you a forward-thinking and ambitious individual ready to embark on a groundbreaking journey in the realm of Mechanical Engineering? We are thrilled to offer an extraordinary opportunity to join our team and be at the forefront of innovation. As part of this exciting venture, you will be instrumental in crafting Lidar Systems using state-of-the-art Additive Manufacturing techniques and cutting-...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000oL9J2AU/lidar-design-development,Student
175,KM Intern,"This internship will focus on capturing and analyzing data and documents to be used for future missions. The intern will solicit information to write/assist in writing lessons learned and other Knowledge Management (KM) documents, review and analyze documents to determine their value for future use and incorporate them into databases and/or websites. Intern will have the opportunity to assist the ...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000oN4f2AE/km-intern,Student
176,Force and Angle Measurement to Support Aeronautics Research,"Force and angle measurement systems provide key information during wind tunnel testing. Our group is responsible for maintaining existing and developing new force and angle measurement technologies to support aeronautics wind tunnel testing for NASA. During this internship, you will serve as an aerodynamic measurement systems engineer focusing on the design, fabrication, instrumentation, and calib...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000pH6r2AE/force-and-angle-measurement-to-support-aeronautics-research,Student
177,KSC Energy and Water Conservation and Resiliency,"Support KSC’s Energy and Water Conservation and Resiliency efforts, to include the following activities: • Enhance existing energy and water conservation program processes. • Support the development of a energy savings performance contact to assess and study the feasibility of implementing energy and water conservation measures. • Assist with implementation of Center-specific improvement projec...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000pINt2AM/ksc-energy-and-water-conservation-and-resiliency,Student
178,Polymer Aerogels for aeronautic and aerospace applications,"This project investigates the use of multiple chemistries to produce polymer aerogels with predictable pore size and porosity for use as host systems, vibration dampening, and energy absorption applications. This entails working in a laboratory to perform synthesis, analysis and characterization of materials. Polyimide aerogels are light weight, highly porous materials made through sol gel-synthes...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000pIPV2A2/polymer-aerogels-for-aeronautic-and-aerospace-applications,Student
179,Artemis Payload SOP and PR Development,"Assist in the development of a comprehensive template for utilization Standard Operations Procedures (SOPs) and Payload Regulations, specifically tailored to describe the roles of Payload and Mission Operations Division (PMOD) flight controllers and operational constraints relative to operating NASA payloads during Artemis Missions. The intern will work closely with trained flight controllers to u...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000pTPl2AM/artemis-payload-sop-and-pr-development,Student
180,Artemis Payload Graphics Development,"This internship focuses on developing visual and graphic representations that illustrate how the PMOD flight control team interfaces with external programs, projects, users, international partners, and other stakeholders. The intern will work alongside the flight control teams to understand the follow of communication, decision-making processes, and coordination efforts between the mission operati...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000pTzF2AU/artemis-payload-graphics-development,Student
181,Integrated Sensing for Sustainable Materials,"Naturally-derived materials have the potential to reshape how the aerospace industry manufactures, operates, and disposes of aircraft. They also have unique challenges that need to be understood to find applications that have the biggest impact on sustainability. This work focuses on developing and implementing novel sensing approaches for monitoring the health and properties of natural composit...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000pZzp2AE/integrated-sensing-for-sustainable-materials,Student
182,Propulsion Fluid Dynamics for Launch Vehicle and In-Space Applications,"During this internship, the student will be working with an experienced engineer on the computational fluid dynamics (CFD) team in the Fluid Dynamics Branch of the Propulsion Engineering department at MSFC. The intern will gain experience using state-of-the-art CFD tools to analyze propulsion systems and components supporting major programs (for example, Space Launch System, Human Landing System,...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000qCcz2AE/propulsion-fluid-dynamics-for-launch-vehicle-and-in-space-applications,Student
183,Testing of Novel Cooling Designs For Gas Turbine Engines,"The ingestion of particulates in turbine engines can cause damage to components and a loss in operational efficiency, at times leading to catastrophic outcomes. Particles deposit on film-cooling structures within the engine, hindering the cooling performance and raising component temperatures past what is acceptable. The aim of this work is to investigate factors influencing particle deposition wi...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000qFiv2AE/testing-of-novel-cooling-designs-for-gas-turbine-engines,Student
184,Modeling Mission Operations As A System,The applicant will: 1.Analyze and process updates to the Mission Operations Directorate Enterprise Architecture Repository (MODEAR) using a custom User Interface 2.Analyze and process updates to the MODEAR using Microsoft Visio diagrams and data update imports/exports 3. Provide assistance to the development of a Network Architecture Model that applies to a wide variety of space flight missions. ...,https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000roLF2AY/modeling-mission-operations-as-a-system,Student
185,AI/ML for Lessons Learned from UAS Flight Testing,"This student internship project will focus on leveraging AI/ML tools to extract key insights and lessons learned from UAS flight test documents and reports. Getting research to flight safely currently entails a significant amount of preparation from the researchers and UAS operations office to prepare the vehicle and team for a successful flight test. A better understanding of the conditions, anom...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000rqdB2AQ/aiml-for-lessons-learned-from-uas-flight-testing,Student
186,Facilities Management Support,"The Facilities Management Intern will work in NASA's Facilities Engineering and Construction Branch at Wallops Flight Facility. The intern will work alongside Facilities Project Managers on a variety of engineering and construction projects. Depending on interest, the intern will work on projects involving upgrades or repairs to electrical, mechanical, water, wastewater, structural, or architect...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sH2H2AU/facilities-management-support,Student
187,3D Animation Intern,"NASA's Artemis campaign is looking for a 3D animation intern to work with the Artemis communication team. The intern will use existing 3D models to create animations that will be used for infographics, b-roll, and social media posts and help tell the story of NASA's return to the Moon. The intern should be familiar with using the tool Blender. Please upload a portfolio or provide a link to an on...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sJqT2AU/3d-animation-intern,Student
188,Illustration/Graphic Design Intern,"NASA's Artemis campaign is looking for an illustration/graphic design intern to work with the Artemis communications team. The intern will create hand drawn digital illustrations to help tell the story of NASA's return to the Moon. Please upload a portfolio or provide a link to an online portfolio with your application. This is in an in-person internship at Johnson Space Center in Houston, TX.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sJs52AE/illustrationgraphic-design-intern,Student
189,Legal Honors Intern,"PLEASE READ VERY CAREFULLY – FAILURE TO FOLLOW THESE INSTRUCTIONS WILL RESULT IN YOUR APPLICATION NOT BEING CONSIDERED*** APPLICATION INSTRUCTIONS – PLEASE READ VERY CAREFULLY: Please upload a resume and cover letter with your application as follows: Upload solely one (1) PDF document comprising both your resume and cover letter. In your cover letter, clearly indicate the primary position to wh...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sQ0j2AE/legal-honors-intern,Student
190,SCaN Single-Sensor Geolocation Lab Demonstration,"NASA's Earth-based navigation resources have supported all space exploration missions over the past fifty years. In the next decade, the number of missions launched to explore the Moon is estimated at over forty, with the number of operators reaching over one hundred. This increased user base is expected to oversubscribe terrestrial networks. Organizations involved in lunar missions struggle to j...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sRKz2AM/scan-single-sensor-geolocation-lab-demonstration,Student
191,SCaN Lunar Communications Systems Engineering,"LCRNS is looking for a highly motivated student intern to help formulate the future of lunar communications and navigation interoperable system and architectures. The student will work to connect elements of the Project’s commercial lunar relays with Artemis lunar surface and orbiting systems, and broadly help define interoperable communications and navigation interfaces and requirements both in t...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sReL2AU/scan-lunar-communications-systems-engineering,Student
192,Data Management,"The intern will support the digitization of the Directorate information and communication processes to ensure ED documentation and platforms are configured to promote easily identifiable/accessible, organized, and findable information that can be more efficiently located, documented, shared, and reported. By using modernized technology, such as SharePoint, Teams, and Outlook the intern will have...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sao52AA/data-management,Student
193,Data Management,"The intern will support the digitization of the Directorate information and communication processes to ensure ED documentation and platforms are configured to promote easily identifiable/accessible, organized, and findable information that can be more efficiently located, documented, shared, and reported. By using modernized technology, such as SharePoint, Teams, and Outlook the intern will have...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000sauX2AQ/data-management,Student and Educator
194,Next Gen STEM K-12 Intern,"Next Gen STEM is a project of NASA’s Office of STEM Engagement whose mission is to spark and sustain interest in STEM in students in grades K-12, by connecting students and their formal and informal educators to NASA’s endeavors in exploration and discovery. Next Gen STEM creates, delivers, and curates NASA STEM products and experiences that make connections to NASA and fuel STEM learning and iden...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000u8qv2AA/next-gen-stem-k-12-intern,Student
195,'Brain Bank' Power App Development,"This project will support the development of NASA’s Human Landing System (HLS) Knowledge Management initiative known as the 'Brain Bank.' The intern will be tasked with creating a Power App to capture and manage lessons learned in real time, integrating this tool with existing NASA systems like Microsoft 365 and Power BI. The intern will collaborate closely with the Knowledge Management Lead and N...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000u9zt2AA/brain-bank-power-app-development,Student
196,Aircraft Conceptual Design for Advanced Air Mobility,"'Intern position available within the Advanced Air Mobility team in the Aeronautics Systems Analysis Branch of the Systems Analysis and Concepts Directorate. The intern will support conceptual design, computational analysis, and experimental design for Advanced Air Mobility vehicles and related technologies. Work conducted by the intern will contribute directly to NASA projects which seek to inves...",https://stemgateway.nasa.gov/s/course-offering/a0B3d0000023pgpEAA/aircraft-conceptual-design-for-advanced-air-mobility,Student
197,Engineering Assistant for Power and Propulsion Element (PPE),"Interns will focus on tasks related to the Power and Propulsion Element (PPE) of the Gateway Project. Technologies involved consist of time-triggered Ethernet, custom microprocessors, SpaceWire, RS-485, memory systems, space environments, and heritage electronics involved in PPE avionics. NASA engineers will serve as mentors to assist the interns as they research and learn these technologies.",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000v2xx2AA/engineering-assistant-for-power-and-propulsion-element-ppe,Student
198,AI & ML for Air Traffic Management,"This project explores the use of innovative and emerging applications of AI/ML (e.g., Natural Language Processing) to digitize and analyze heritage air traffic management (ATM) datasets. Given the rich volume of available text, audio and track data and the complexity of the problem space, this is an ideal candidate for the application of machine learning. The research is focused on optimizing curr...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000v3vd2AA/ai-ml-for-air-traffic-management,Student
199,AI & ML for Air Traffic Management (For Graduate Students),"This project explores the use of innovative and emerging applications of AI/ML (e.g., Natural Language Processing) to digitize and analyze heritage air traffic management (ATM) datasets. Given the rich volume of available text, audio and track data and the complexity of the problem space, this is an ideal candidate for the application of machine learning. The research is focused on optimizing curr...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000v4TV2AY/ai-ml-for-air-traffic-management-for-graduate-students,Student
200,ASTRO CAMP STEM Engagement Internship,"The student placed in this position will provide direct support to the ASTRO CAMP Collaborative Partners (ACCP) program, working alongside team members within the Southeast Regional Office of STEM Engagement (OSTEM) to advance the goals of ACCP. The student will leverage bilingual skills to translate NASA content for non-English speaking audiences through the ASTRO CAMP Collaborative Partners Prog...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000v7w12AA/astro-camp-stem-engagement-internship,Student
201,ASTRO CAMP Collaborative Partners Supporting Hispanic Programs in STEM,"The student placed in this position will provide direct support to the ASTRO CAMP Collaborative Partners (ACCP) program, working alongside team members within the Southeast Regional Office of STEM Engagement (OSTEM) to advance the goals of ACCP. The student will leverage bilingual skills to translate NASA content for non-English speaking audiences through the ASTRO CAMP Collaborative Partners Prog...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000v80r2AA/astro-camp-collaborative-partners-supporting-hispanic-programs-in-stem,Student
202,Onsite - Rotorcraft Aeromechanics - Summer 2025,"The Aeromechanics Branch has numerous intern projects for aeromechanics technology solutions that will enable the development of vertical flight vehicles, both piloted and uninhabited, providing unlimited mobility in three dimensions for terrestrial and planetary science applications. Innovative and revolutionary ideas for vertical-flight vehicle technologies are developed, enhanced, analyzed, dem...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000vEkb2AE/onsite---rotorcraft-aeromechanics---summer-2025,Student and Educator
203,Visualizing Engagement and Outcomes in JSC External R&D,"This summer internship project will focus on analyses of NASA JSC's external research and development programs, including small business and academia engagement activities. The intern will collect and analyze data from past programs' awards, exploring trends in participation, funding allocation, and project success rates across various sectors. The primary objective will be to develop insightf...",https://stemgateway.nasa.gov/s/course-offering/a0BSJ000000vdkb2AA/visualizing-engagement-and-outcomes-in-jsc-external-rd,Student
